emp_class,gender,department,sub_division,gspecial,jobtitle,rank,servstatus,age,expyears,mstatue,nkids,salary,degree,performance
ผู้จัดการ,เพศหญิง,Sales and Marketing (Department),Exhibition (Local) - Reactive,Exhibition (Local) - Reactive,Manager - Sales,5,ปัจจุบัน,39,7,โสด,0,50495,ปริญญาตรี,B
พนักงาน,เพศหญิง,Restaurant Group (Department),Hong Kong Suki - Service (Portal),Hong Kong Suki - Service (Portal),Steward,11,ปัจจุบัน,45,7,แต่งงาน,0,12360,,C
พนักงาน,เพศชาย,City Management (Department),Sanitation,Sanitation,Service Staff,11,พ้นสภาพ,58,13,โสด,0,9930,,B
พนักงาน,เพศชาย,City Management (Department),Landscape & Sanitation,Landscape & Sanitation,Service Staff Landscape & Sanitation,11,ปัจจุบัน,58,12,โสด,0,12220,,A
พนักงาน,เพศหญิง,City Management (Department),Sanitation,Sanitation,Service Staff,11,พ้นสภาพ,53,12,โสด,0,11433,,B
พนักงาน,เพศหญิง,City Management (Department),Sanitation,Sanitation,Service Staff,11,พ้นสภาพ,49,9,โสด,0,11006,,C
พนักงาน,เพศหญิง,City Management (Department),Sanitation,Sanitation,Service Staff,11,พ้นสภาพ,43,8,โสด,0,11219,,B
พนักงาน,เพศหญิง,City Management (Department),Landscape,Landscape,Service Staff,11,พ้นสภาพ,49,25,โสด,0,11377,,C
พนักงาน,เพศหญิง,City Management (Department),Landscape,Landscape,Service Staff,11,พ้นสภาพ,47,22,โสด,0,11035,,C
พนักงาน,เพศหญิง,City Management (Department),Sanitation,Sanitation,Service Staff,11,พ้นสภาพ,50,22,โสด,0,12039,,B
พนักงาน,เพศชาย,City Management (Department),Landscape & Sanitation,Landscape & Sanitation,Service Staff Landscape & Sanitation,11,ปัจจุบัน,52,20,โสด,0,11810,,B
พนักงาน,เพศหญิง,City Management (Department),Landscape,Landscape,Service Staff,11,พ้นสภาพ,60,17,โสด,0,11585,,C
พนักงาน,เพศหญิง,City Management (Department),Landscape,Landscape,Service Staff,11,พ้นสภาพ,52,17,โสด,0,11585,,C
พนักงาน,เพศหญิง,City Management (Department),Landscape,Landscape,Service Staff,11,พ้นสภาพ,46,14,โสด,0,11254,,C
พนักงาน,เพศหญิง,City Management (Department),Landscape,Landscape,Service Staff,11,พ้นสภาพ,52,12,โสด,0,10927,,C
พนักงาน,เพศหญิง,City Management (Department),Landscape,Landscape,Service Staff,11,พ้นสภาพ,46,10,โสด,0,10832,,B
พนักงาน,เพศชาย,City Management (Department),Landscape,Landscape,Service Staff,11,พ้นสภาพ,30,10,โสด,0,10598,,D
พนักงาน,เพศชาย,City Management (Department),Landscape & Sanitation,Landscape & Sanitation,Service Staff Landscape & Sanitation,11,ปัจจุบัน,28,10,โสด,0,10786,,C
พนักงาน,เพศหญิง,City Management (Department),Landscape,Landscape,Service Staff,11,พ้นสภาพ,44,9,โสด,0,10927,,C
พนักงาน,เพศหญิง,The Coffee group (Department),The coffee Academics - Service(Langsuan),The coffee Academics - Service(Langsuan),Service,9,ปัจจุบัน,42,7,โสด,0,15000,ปริญญาตรี,C
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior Traffic and Security Staff (MTT),10,พ้นสภาพ,59,7,หย่า,0,16044,,A
พนักงาน,เพศชาย,City Management (Department),City Traffic and Security,City Traffic and Security,Senior Officer City Traffic and Security,8,ปัจจุบัน,39,7,โสด,0,18346,ปริญญาตรี,B
หัวหน้างาน,เพศชาย,Facility Management & IT (Department),Energy Saving,Energy Saving,Assistant Manager - Energy Saving,6,ปัจจุบัน,49,7,โสด,0,40548,ปริญญาตรี,C
พนักงาน,เพศชาย,Kitchen (Department),European Kitchen,European Kitchen,Commis II,10,ปัจจุบัน,29,7,โสด,2,14884,,B
พนักงาน,เพศชาย,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Demi Chef,8,ปัจจุบัน,31,7,โสด,0,19950,ปริญญาตรี,B
พนักงาน,เพศหญิง,Kitchen (Department),European Kitchen,European Kitchen,Commis II,10,ปัจจุบัน,46,7,โสด,2,14564,,D
หัวหน้างาน,เพศหญิง,Finance & Accounting (Department),Accounting,Accounting,Supervisor - Accounting Payable,7,ปัจจุบัน,39,7,โสด,0,35000,ปริญญาตรี,B
พนักงาน,เพศหญิง,Real Estate (Department),Real Estate Tenant Coordinator,Real Estate Tenant Coordinator,Service Staff,10,พ้นสภาพ,58,7,แต่งงาน,0,11000,,B
พนักงาน,เพศหญิง,Finance & Accounting (Department),Costing,Costing,Supervisor - Food & Beverage Cost,8,ปัจจุบัน,34,7,โสด,0,19680,ปริญญาตรี,B
พนักงาน,เพศชาย,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Commis I,9,ปัจจุบัน,35,7,แต่งงาน,1,19467,,C
หัวหน้างาน,เพศหญิง,Japanese Restaurant Group (Department),Marketing,Marketing,Assistant Manager - Marketing,6,ปัจจุบัน,32,7,โสด,0,27685,ปริญญาตรี,B
หัวหน้างาน,เพศชาย,Japanese Restaurant Group (Department),Japanese Restaurant,Japanese Restaurant,Assistant Manager -Japanese Chef,6,พ้นสภาพ,35,7,โสด,0,28665,ปริญญาตรี,B
พนักงาน,เพศหญิง,Chinese Restaurant (Kitchen) (Department),Chinese Banquet Kitchen,Chinese Banquet Kitchen,Secretary of Chinese Banquet Kitchen,8,ปัจจุบัน,33,7,โสด,0,16166,ปริญญาตรี,B
พนักงาน,เพศชาย,Japanese Restaurant Group (Department),Tsubohachi - Kitchen (Nihonmachi),Tsubohachi - Kitchen (Nihonmachi),Supervisor,8,พ้นสภาพ,28,7,โสด,1,19441,ปริญญาตรี,C
พนักงาน,เพศหญิง,Operations (Department),Service Operation,Service Operation,VRM Executive,8,ปัจจุบัน,30,7,โสด,0,20665,ปริญญาตรี,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Finance2,Finance2,Cashier,9,ปัจจุบัน,27,7,โสด,0,15435,,B
พนักงาน,เพศชาย,City Management (Department),City Traffic and Security,City Traffic and Security,Officer City Traffic and Security,9,ปัจจุบัน,43,7,โสด,0,15144,,D
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior Traffic and Security Officer (MTT),8,พ้นสภาพ,33,7,โสด,0,18346,ปริญญาตรี,B
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Traffic and Secutiy Officer (MTT),9,พ้นสภาพ,47,7,โสด,0,13787,,D
หัวหน้างาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Service (Beehive),Tsubohachi - Service (Beehive),Manager - Restaurant,6,ปัจจุบัน,42,7,โสด,1,35390,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Restaurant Group (Department),EASE Cafe,EASE Cafe,Assistant Manager - Restaurant,7,ปัจจุบัน,36,7,โสด,0,23793,ปริญญาตรี,C
พนักงาน,เพศหญิง,Corporate Communications (Department),Creative & Graphic Design,Creative & Graphic Design,Creative & Graphic Design Executive,8,ปัจจุบัน,30,7,โสด,0,25446,ปริญญาตรี,B
พนักงาน,เพศหญิง,Finance & Accounting (Department),Costing,Costing,Food & Beverage Cost Officer,9,ปัจจุบัน,30,7,แต่งงาน,0,17545,,C
พนักงาน,เพศหญิง,Procurement (Department),Procurement - Non Food,Procurement - Non Food,Senior Procurement Officer,8,ปัจจุบัน,39,7,โสด,0,25462,ปริญญาตรี,C
หัวหน้างาน,เพศหญิง,Finance & Accounting (Department),Accounting,Accounting,Senior Account Payable,7,พ้นสภาพ,45,7,โสด,1,25750,ปริญญาตรี,C
พนักงาน,เพศชาย,Finance & Accounting (Department),Costing,Costing,Supervisor - Food & Beverage Cost Controller,8,ปัจจุบัน,32,7,โสด,0,24074,ปริญญาตรี,B
ผู้จัดการ,เพศชาย,Kitchen (Department),Preparation Kitchen,Preparation Kitchen,Sous Chef,5,ปัจจุบัน,43,7,โสด,0,36383,ปริญญาตรี,B
พนักงาน,เพศหญิง,Kitchen (Department),Fast Food Kitchen,Fast Food Kitchen,Commis II,10,ปัจจุบัน,27,7,โสด,0,14253,,B
พนักงาน,เพศหญิง,Kitchen (Department),Preparation Kitchen,Preparation Kitchen,Commis II,10,พ้นสภาพ,44,7,โสด,1,17813,,A
หัวหน้างาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Service (Nihonmachi),Tsubohachi - Service (Nihonmachi),Assistant Manager - Restaurant,7,พ้นสภาพ,35,7,โสด,0,30377,ปริญญาตรี,C
หัวหน้างาน,เพศหญิง,Corporate Communications (Department),Corporate adminstrative,Corporate adminstrative,Supervisor - Administrative,7,ปัจจุบัน,49,7,หย่า,0,26372,ปริญญาตรี,B
พนักงาน,เพศชาย,Finance & Accounting (Department),Costing,Costing,Supervisor - Store,8,ปัจจุบัน,39,7,โสด,0,18743,ปริญญาตรี,B
พนักงาน,เพศชาย,Japanese Restaurant Group (Department),Tsubohachi - Kitchen (Cosmo),Tsubohachi - Kitchen (Cosmo),Supervisor,8,พ้นสภาพ,33,7,โสด,0,17634,ปริญญาตรี,C
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Kitchen (Beehive),Tsubohachi - Kitchen (Beehive),Service,10,พ้นสภาพ,42,7,โสด,0,12988,,C
หัวหน้างาน,เพศหญิง,Food & Beverage (Department),Catering,Catering,Assistant Manager - Catering,6,พ้นสภาพ,40,7,โสด,0,33031,ปริญญาตรี,B
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Service (Nihonmachi),Tsubohachi - Service (Nihonmachi),Service,10,พ้นสภาพ,27,7,โสด,1,13116,,C
พนักงาน,เพศหญิง,Kitchen (Department),Kitchen Cleaner,Kitchen Cleaner,Cleaner,11,พ้นสภาพ,50,7,โสด,2,11550,,A
พนักงาน,เพศชาย,Operations (Department),Set Up,Set Up,Art Attendant,9,พ้นสภาพ,29,7,โสด,0,13519,,B
หัวหน้างาน,เพศหญิง,Real Estate (Department),Real Estate Shopping Mall,Real Estate Shopping Mall,Supervisor - Client Service,7,ปัจจุบัน,45,14,โสด,2,32445,ปริญญาตรี,B
พนักงาน,เพศชาย,Real Estate (Department),Real Estate Shopping Mall,Real Estate Shopping Mall,Technician,9,พ้นสภาพ,36,7,โสด,0,18006,,C
พนักงาน,เพศชาย,Real Estate (Department),Real Estate Shopping Mall,Real Estate Shopping Mall,Technician,9,ปัจจุบัน,38,7,โสด,0,15206,,C
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Kitchen (Nihonmachi),Tsubohachi - Kitchen (Nihonmachi),Steward,11,พ้นสภาพ,46,7,โสด,2,11923,,C
พนักงาน,เพศชาย,City Management (Department),Landscape,Landscape,Service Staff,11,พ้นสภาพ,42,7,โสด,0,10817,,C
พนักงาน,เพศชาย,City Management (Department),Landscape,Landscape,Service Staff,11,พ้นสภาพ,52,7,โสด,0,10451,,C
พนักงาน,เพศหญิง,City Management (Department),Sanitation,Sanitation,Service Staff,11,พ้นสภาพ,54,7,โสด,0,10801,,B
พนักงาน,เพศหญิง,City Management (Department),Sanitation,Sanitation,Service Staff,11,พ้นสภาพ,50,7,หย่า,0,10850,,B
พนักงาน,เพศหญิง,City Management (Department),Landscape,Landscape,Service Staff,11,พ้นสภาพ,39,7,โสด,0,10618,,C
หัวหน้างาน,เพศชาย,Facility Management & IT (Department),Operation Support (M&E),Operation Support (M&E),Supervisor - Operation Support M&E,7,ปัจจุบัน,37,7,โสด,0,22720,ปริญญาตรี,D
พนักงาน,เพศหญิง,Finance & Accounting (Department),Finance2,Finance2,Cashier,9,ปัจจุบัน,36,7,โสด,0,13524,,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Hong Kong Cafe - Service,Hong Kong Cafe - Service,Steward Attendant,11,พ้นสภาพ,53,7,โสด,2,11254,,C
พนักงาน,เพศหญิง,Kitchen (Department),Kitchen Cleaner,Kitchen Cleaner,Cleaner,11,พ้นสภาพ,51,7,โสด,0,11550,,B
พนักงาน,เพศหญิง,Kitchen (Department),Kitchen Cleaner,Kitchen Cleaner,Cleaner,11,ปัจจุบัน,26,7,โสด,1,12965,,B
พนักงาน,เพศชาย,IT and Communication (Department),IT Network,IT Network,Senior Officer - Network,8,พ้นสภาพ,34,7,โสด,0,28000,ปริญญาตรี,C
พนักงาน,เพศหญิง,Facility Management & IT (Department),Repair Maintenance & Restaurant Project,Repair Maintenance & Restaurant Project,Building Technician,9,พ้นสภาพ,39,7,โสด,0,11110,,D
พนักงาน,เพศชาย,Facility Management & IT (Department),Repair Maintenance & Restaurant Project,Repair Maintenance & Restaurant Project,Building Technician,9,ปัจจุบัน,46,7,โสด,0,13787,,B
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior City Traffic Staff (Impact Area),10,พ้นสภาพ,50,7,โสด,0,15255,,D
พนักงาน,เพศหญิง,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Waitress,9,ปัจจุบัน,35,7,โสด,0,15757,,C
พนักงาน,เพศหญิง,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Waitress,9,ปัจจุบัน,27,7,แต่งงาน,2,15595,,D
พนักงาน,เพศชาย,Food & Beverage (Department),F&B-BQ-SEC,F&B-BQ-SEC,F&B Driver,9,ปัจจุบัน,41,7,แต่งงาน,0,16525,,C
พนักงาน,เพศชาย,Japanese Restaurant Group (Department),Tsubohachi - Kitchen(Thaniya),Tsubohachi - Kitchen(Thaniya),Commis I,9,พ้นสภาพ,28,7,โสด,0,12000,มัธยมศึกษาตอนต้น,C
พนักงาน,เพศชาย,Japanese Restaurant Group (Department),Tsubohachi - Kitchen (Beehive),Tsubohachi - Kitchen (Beehive),Supervisor - Kitchen,8,ปัจจุบัน,26,7,โสด,0,14060,ปริญญาตรี,B
พนักงาน,เพศชาย,Japanese Restaurant Group (Department),Tsubohachi - Kitchen (Cosmo),Tsubohachi - Kitchen (Cosmo),Commis I,9,พ้นสภาพ,30,7,โสด,0,13792,,C
พนักงาน,เพศชาย,Operations (Department),VRM,VRM,VRM Executive,8,พ้นสภาพ,32,7,โสด,0,20665,ปริญญาตรี,C
พนักงาน,เพศชาย,Operations (Department),Loss Prevention Control,Loss Prevention Control,Loss Prevention Officer,9,พ้นสภาพ,42,7,โสด,0,18232,,B
พนักงาน,เพศหญิง,Real Estate (Department),Real Estate Media,Real Estate Media,Coordinator - Media,8,ปัจจุบัน,35,7,โสด,0,20600,ปริญญาตรี,C
หัวหน้างาน,เพศชาย,Exhibition Project (Department),Consumer Team,Consumer Team,Assistant Manager - Operation,6,พ้นสภาพ,35,7,โสด,0,33000,ปริญญาตรี,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Cashier (Car Park3),Cashier (Car Park3),Cashier (Car Park),10,พ้นสภาพ,46,7,โสด,0,13323,,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Finance2,Finance2,Supervisor - Cashier,8,ปัจจุบัน,38,7,โสด,0,19661,ปริญญาตรี,A
หัวหน้างาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Service (Cosmo),Tsubohachi - Service (Cosmo),Assistant Manager - Restaurant,7,ปัจจุบัน,48,7,โสด,1,29503,ปริญญาตรี,B
พนักงาน,เพศชาย,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Commis II,10,ปัจจุบัน,30,7,โสด,0,16683,,C
ผู้จัดการ,เพศชาย,Chinese Restaurant (Kitchen) (Department),Chinese Banquet Kitchen,Chinese Banquet Kitchen,Chinese Chef,5,ปัจจุบัน,46,7,แต่งงาน,2,36918,ปริญญาตรี,B
พนักงาน,เพศชาย,Restaurant Group (Department),Flann Impact - Kitchen,Flann Impact - Kitchen,Commis II,10,ปัจจุบัน,32,7,โสด,0,13498,,C
หัวหน้างาน,เพศชาย,Finance & Accounting (Department),Accounting,Accounting,Senior Account Payable,7,ปัจจุบัน,30,7,โสด,0,25750,ปริญญาตรี,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Terrazza - Service,Terrazza - Service,Captain,9,ปัจจุบัน,38,7,โสด,0,15450,,C
หัวหน้างาน,เพศชาย,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Chef de Partie,7,พ้นสภาพ,52,7,โสด,0,20223,ปริญญาตรี,B
พนักงาน,เพศหญิง,Finance & Accounting (Department),Credit Control,Credit Control,Senior A/R Officer,8,ปัจจุบัน,44,7,โสด,0,30374,ปริญญาตรี,A
พนักงาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Hong Kong Cafe - Kitchen,Hong Kong Cafe - Kitchen,Commis II,10,ปัจจุบัน,40,7,โสด,0,15998,,C
พนักงาน,เพศชาย,City Management (Department),City Traffic and Security,City Traffic and Security,Senior Staff City Traffic and Security,10,ปัจจุบัน,35,7,โสด,0,15444,,C
พนักงาน,เพศชาย,Facility Management & IT (Department),Mechanic & Kitchen,Mechanic & Kitchen,Mechanic Technician,9,ปัจจุบัน,45,7,แต่งงาน,0,15353,,C
พนักงาน,เพศชาย,Kitchen (Department),Preparation Kitchen,Preparation Kitchen,Commis II,10,ปัจจุบัน,36,7,โสด,0,14700,,B
พนักงาน,เพศชาย,City Management (Department),Area Control,Area Control,Senior Officer Area Control,8,ปัจจุบัน,41,7,โสด,0,20802,ปริญญาตรี,B
พนักงาน,เพศชาย,Facility Management & IT (Department),Mechanic & Kitchen,Mechanic & Kitchen,Senior Mechanic Technician,8,ปัจจุบัน,26,7,โสด,0,18061,ปริญญาตรี,B
หัวหน้างาน,เพศชาย,Food & Beverage (Department),Banquet - Support,Banquet - Support,Supervisor - F&B Art,7,ปัจจุบัน,52,7,โสด,0,36920,ปริญญาตรี,B
พนักงาน,เพศชาย,Operations (Department),Set Up,Set Up,Driver,9,พ้นสภาพ,51,7,โสด,0,13261,,C
พนักงาน,เพศหญิง,Sales and Marketing (Department),Marketing,Marketing,Marketing Coordinator,8,ปัจจุบัน,45,7,โสด,0,22048,ปริญญาตรี,A
พนักงาน,เพศชาย,Facility Management & IT (Department),IT System & Helpdesk,IT System & Helpdesk,Senior Officer - Media Support,8,ปัจจุบัน,35,7,โสด,0,17377,ปริญญาตรี,C
พนักงาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Chinese Banquet Kitchen,Chinese Banquet Kitchen,Commis II,10,พ้นสภาพ,35,7,โสด,0,14428,,C
พนักงาน,เพศหญิง,Operations (Department),Housekeeping,Housekeeping,Housekeeping Attendant,11,ปัจจุบัน,47,7,โสด,0,12991,,B
หัวหน้างาน,เพศชาย,Project Management (Department),Construction,Construction,General Foreman,7,พ้นสภาพ,51,14,โสด,2,28671,ปริญญาตรี,C
ผู้จัดการ,เพศชาย,Project Management (Department),Construction,Construction,Manager - Project,5,ปัจจุบัน,44,14,โสด,0,57860,ปริญญาตรี,A
หัวหน้างาน,เพศหญิง,Project Management (Department),Project Management,Project Management,Contract Coordinator,7,ปัจจุบัน,45,14,โสด,0,25225,ปริญญาตรี,B
หัวหน้างาน,เพศชาย,Project Management (Department),Construction,Construction,General Foreman,7,ปัจจุบัน,41,14,โสด,0,24542,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Project Management (Department),Project Management,Project Management,Document Coordinator,7,ปัจจุบัน,36,12,โสด,0,22088,ปริญญาตรี,B
พนักงาน,เพศชาย,Project Management (Department),Construction,Construction,Foreman,8,พ้นสภาพ,40,12,โสด,0,18373,ปริญญาตรี,D
พนักงาน,เพศชาย,Project Management (Department),Construction,Construction,Foreman,8,พ้นสภาพ,38,12,โสด,0,18205,ปริญญาตรี,C
พนักงาน,เพศหญิง,City Management (Department),Administrative,Administrative,Administrative Officer,9,พ้นสภาพ,49,7,โสด,0,15500,,B
หัวหน้างาน,เพศหญิง,Exhibition Project (Department),Consumer Team,Consumer Team A,Assistant Manager - Sales,7,พ้นสภาพ,40,7,แต่งงาน,1,32769,ปริญญาตรี,D
พนักงาน,เพศหญิง,Facility Management & IT (Department),IT Application Support,IT Application Support,Officer - Application,9,ปัจจุบัน,32,7,โสด,0,18522,ปริญญาตรี,B
พนักงาน,เพศชาย,Kitchen (Department),Preparation Kitchen,Preparation Kitchen,Commis III,11,ปัจจุบัน,43,7,โสด,0,13792,,C
พนักงาน,เพศชาย,Operations (Department),Audio Visual,Audio Visual,Audio Visual Operator,9,ปัจจุบัน,31,7,โสด,0,18581,,A
พนักงาน,เพศชาย,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Service Store Keeper,8,ปัจจุบัน,46,7,โสด,0,24092,ปริญญาตรี,B
พนักงาน,เพศหญิง,Finance & Accounting (Department),Accounting,Accounting,Income Auditor,8,ปัจจุบัน,34,7,โสด,0,20077,ปริญญาตรี,B
ผู้จัดการ,เพศชาย,Food & Beverage (Department),Banquet - Service,Banquet - Service,Manager - Banquet,5,พ้นสภาพ,54,7,โสด,0,41096,ปริญญาตรี,B
พนักงาน,เพศชาย,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Captain,8,พ้นสภาพ,32,7,โสด,0,18725,ปริญญาตรี,D
พนักงาน,เพศชาย,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Captain,8,พ้นสภาพ,32,7,โสด,0,18025,ปริญญาตรี,D
พนักงาน,เพศหญิง,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Waitress,9,พ้นสภาพ,27,7,โสด,0,11700,,C
พนักงาน,เพศหญิง,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Waitress,9,ปัจจุบัน,31,7,โสด,0,16213,,D
พนักงาน,เพศหญิง,Food & Beverage (Department),F&B-BQ-SEC,F&B-BQ-SEC,Banquet Waitress,9,ปัจจุบัน,27,7,โสด,0,15757,,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Hong Kong Fisherman - Service,Hong Kong Fisherman - Service,Hostess,9,ปัจจุบัน,31,7,โสด,0,14700,,B
พนักงาน,เพศชาย,City Management (Department),City Traffic and Security,City Traffic and Security,Senior Officer City Traffic and Security,8,ปัจจุบัน,41,7,โสด,0,19145,ปริญญาตรี,C
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior City Traffic Staff (Impact Area),10,พ้นสภาพ,47,7,โสด,0,15444,,C
หัวหน้างาน,เพศหญิง,Finance & Accounting (Department),Credit Control,Credit Control,Credit Controller,6,ปัจจุบัน,42,7,โสด,0,49609,ปริญญาตรี,B
พนักงาน,เพศชาย,Food & Beverage (Department),Steward,Steward,Steward Attendant,10,ปัจจุบัน,55,7,โสด,0,13481,,B
พนักงาน,เพศหญิง,Food & Beverage (Department),Steward,Steward,Steward Attendant,10,ปัจจุบัน,45,7,โสด,0,13224,,C
หัวหน้างาน,เพศชาย,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Chef de Partie,7,พ้นสภาพ,42,7,โสด,0,32194,ปริญญาตรี,C
พนักงาน,เพศชาย,Kitchen (Department),European Kitchen,European Kitchen,Commis II,10,ปัจจุบัน,31,7,แต่งงาน,3,15141,,C
พนักงาน,เพศชาย,Operations (Department),Data Center and Store,Data Center and Store,R&M Officer,9,พ้นสภาพ,50,7,โสด,0,13256,,B
ผู้จัดการ,เพศชาย,Real Estate (Department),Real Estate Tenant Coordinator,Real Estate Tenant Coordinator,Manager - Tenant Coordinator,5,ปัจจุบัน,48,7,แต่งงาน,0,64410,ปริญญาตรี,B
พนักงาน,เพศชาย,Restaurant Group (Department),Restaurant Marketing,Restaurant Marketing,Restaurant Graphic Designer,8,ปัจจุบัน,32,7,โสด,0,24542,ปริญญาตรี,B
พนักงาน,เพศหญิง,Restaurant Group (Department),Manorah - Kitchen,Manorah - Kitchen,Commis III,11,พ้นสภาพ,40,7,โสด,2,11000,,B
หัวหน้างาน,เพศชาย,Facility Management & IT (Department),IT Application Support,IT Application Support,Assistant Manager - IT Application Support,6,ปัจจุบัน,48,7,โสด,1,82655,ปริญญาตรี,B
หัวหน้างาน,เพศชาย,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Junior Sous Bakery,6,พ้นสภาพ,53,7,โสด,2,30000,ปริญญาตรี,B
ผู้จัดการ,เพศชาย,Facility Management & IT (Department),IT,IT,Senior Manager,4,พ้นสภาพ,44,7,แต่งงาน,2,130000,,A
พนักงาน,เพศชาย,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Captain,8,พ้นสภาพ,31,7,โสด,0,19467,ปริญญาตรี,C
พนักงาน,เพศหญิง,Operations (Department),VRM,VRM,VRM Executive,8,พ้นสภาพ,31,7,โสด,0,19695,ปริญญาตรี,C
หัวหน้างาน,เพศชาย,Operations (Department),Set Up,Set Up,Supervisor - Art,7,ปัจจุบัน,45,7,โสด,3,30388,ปริญญาตรี,B
พนักงาน,เพศหญิง,Operations (Department),Loss Prevention Control,Loss Prevention Control,Loss Prevention Officer,9,ปัจจุบัน,46,7,โสด,0,17531,,B
ผู้จัดการ,เพศชาย,Standard Control (Department),Implement Control,Implement Control,Manager - Implement Control,5,พ้นสภาพ,49,7,โสด,0,50000,ปริญญาตรี,A
ผู้จัดการ,เพศหญิง,Sales and Marketing (Department),Marketing,Marketing,Senior Manager - Marketing,4,พ้นสภาพ,38,6,โสด,0,79490,,C
พนักงาน,เพศหญิง,Kitchen (Department),Kitchen Cleaner,Kitchen Cleaner,Cleaner,11,พ้นสภาพ,52,7,โสด,2,11550,,B
พนักงาน,เพศหญิง,Kitchen (Department),Kitchen Cleaner,Kitchen Cleaner,Cleaner,11,ปัจจุบัน,48,7,โสด,0,13346,,B
พนักงาน,เพศชาย,Facility Management & IT (Department),Cosmo Bazaar,Cosmo Bazaar,Technician - Cosmo Bazaar,9,ปัจจุบัน,26,7,โสด,0,15450,,C
พนักงาน,เพศหญิง,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Commis II,10,พ้นสภาพ,32,6,โสด,0,11000,,D
พนักงาน,เพศหญิง,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Commis II,10,ปัจจุบัน,29,6,โสด,0,16170,,B
พนักงาน,เพศหญิง,Restaurant Group (Department),Retro Bar Cafe' - Kitchen,Retro Bar Cafe' - Kitchen,Steward,11,พ้นสภาพ,57,6,โสด,0,12600,,B
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Service (Nihonmachi),Tsubohachi - Service (Nihonmachi),Hostess,9,พ้นสภาพ,33,6,โสด,0,11550,มัธยมศึกษาตอนต้น,D
พนักงาน,เพศชาย,City Management (Department),City Traffic and Security,City Traffic and Security,Senior Staff City Traffic and Security,10,ปัจจุบัน,44,6,โสด,0,15336,,A
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior Traffic and Security Staff (MTT),10,พ้นสภาพ,28,6,โสด,0,14344,,C
พนักงาน,เพศชาย,City Management (Department),City Traffic and Security,City Traffic and Security,Senior Staff City Traffic and Security,10,ปัจจุบัน,36,6,แต่งงาน,0,14763,,C
พนักงาน,เพศชาย,Kitchen (Department),Preparation Kitchen,Preparation Kitchen,Demi Chef,8,ปัจจุบัน,42,6,โสด,1,21210,ปริญญาตรี,C
พนักงาน,เพศชาย,Kitchen (Department),Preparation Kitchen,Preparation Kitchen,Commis III,11,ปัจจุบัน,46,6,โสด,0,12357,,C
พนักงาน,เพศชาย,Management Office (Department),Management Office,Management Office,Administrative Officer,9,พ้นสภาพ,42,6,โสด,0,19766,,C
พนักงาน,เพศหญิง,Operations (Department),VRM,VRM,VRM Coordinator,9,พ้นสภาพ,34,6,โสด,0,13261,,C
พนักงาน,เพศหญิง,Procurement (Department),Procurement - Non Food,Procurement - Non Food,Procurement Officer,9,ปัจจุบัน,42,6,โสด,0,21642,,C
หัวหน้างาน,เพศชาย,Finance & Accounting (Department),Budget & Report,Budget & Report,Assistant Manager - Budget & Report,6,ปัจจุบัน,35,6,โสด,1,32000,ปริญญาตรี,B
